# WSCAD Universe'den indirilecek part numaralari
# Kaynak: ureticilerin KENDI katalog PDF'leri -- hicbiri uydurma not
# 3D (.stp) modeli olmayanlar WSCAD'da inmez; inen bozuk dosyalari audit_batch.py eler

### PHOENIX CONTACT -- 807 count (elimizde OLMAYANLAR; UT/UK vidali agirlikli)
3206173	
3206186	
3206209	
3208142	
3208184	
3208375	
3208579	
3208748	
3208799	
3208977	
3208979	
3209112	
3209125	
3209235	
3209248	
3209251	
3209264	
3209515	
3209516	
3209517	
3209519	
3209520	
3209521	
3209522	
3209530	
3209531	
3209532	
3209533	
3209534	
3209535	
3209537	
3209538	
3209539	
3209540	
3209541	
3209542	
3210196	
3210202	
3210209	
3210299	
3210300	
3210303	
3210304	
3210313	
3210314	
3210333	
3210334	
3210353	
3210354	
3210404	
3210443	
3210543	
3210552	
3210553	
3210608	
3210613	
3211003	
3211058	UK 20,6-J HESI 321
3211087	UK 20,6-J HESILED
3211113	UK 27-J HESI 32111
3211142	UK 27-J HESILED 32
3211197	UK 10,3-HESI N 2PO
3211207	UK 10,3-HESI N 3PO
3211317	
3211508	
3211634	
3211647	
3211819	
3211858	
3211863	
3212044	
3212057	
3212060	
3212167	
3212963	
3213014	
3213027	
3213030	
3213043	
3213056	
3213069	
3213085	
3213098	
3213108	
3213111	
3213137	
3213166	
3213179	
3213182	
3213195	
3213205	
3213974	
3213975	
3213976	
3213977	
3213978	
3213979	
3213990	
3214006	
3214008	
3214047	
3214053	
3214054	
3214314	UT 2,5-3L 3214314
3214356	
3214576	
3214699	
3215000	
3215001	
3215002	
3215003	
3215004	
3215005	
3215006	
3215007	
3215008	
3215030	
3215031	
3215032	
3215033	
3215034	
3215035	
3215036	
3215057	
3215058	
3216263	
3240210	
3240211	
3240212	
3240213	
3240214	
3240215	
3240216	
3240217	
3240218	
3240223	
3240224	
3244575	
3244588	
3245079	UTN 2,5/10 3245079
3245082	UTN 2,5/10 3245082
3245134	
3246117	
3246175	
3246230	
3246311	
3246586	
3246966	
3247954	
3247967	
3248120	
3248140	
3260067	
3260068	
3260145	
3260148	
3260151	
3260154	
3260157	
3260160	
3270097	
3270100	
3270115	
3270118	
3270119	
3270120	
3270121	
3270125	
3270126	
3270130	
3270131	
3270133	
3270134	
3270135	
3270136	
3270137	
3270142	
3270145	
3270148	
3270149	
3270151	
3270152	
3270153	
3270154	
3270155	
3270156	
3270157	
3270158	
3270159	
3270160	
3270163	
3270166	
3270167	
3270169	
3270172	
3270173	
3270174	
3270175	
3270178	
3270181	
3270184	
3270185	
3270187	
3270190	
3270191	
3270192	
3270193	
3270194	
3270196	
3270202	
3270204	
3270207	
3270208	
3270209	
3270210	
3270300	
3270301	
3270302	
3270303	
3270310	
3270311	
3270312	
3270313	
3270314	
3270315	
3270316	
3270317	
3270318	
3270319	
3270320	
3270321	
3270322	
3270323	
3270324	
3270325	
3270326	
3270327	
3270329	
3270330	
3270340	
3270341	
3270342	
3270343	
3270350	
3270351	
3270352	
3270353	
3270354	
3270355	
3270356	
3270357	
3270358	
3270359	
3270360	
3270361	
3270362	
3270363	
3270364	
3270365	
3270366	
3270367	
3270368	
3270369	
3270400	
3270401	
3270403	
3270410	
3270420	
3270421	
3270422	
3270423	
3270424	
3270425	
3270426	
3270427	
3270428	
3270430	
3270431	
3270432	
3270433	
3270434	
3270435	
3270436	
3270437	
3270438	
3270440	
3270441	
3270442	
3270443	
3270444	
3270445	
3270446	
3270447	
3270448	
3270450	
3270451	
3270452	
3270453	
3270454	
3270455	
3270456	
3270457	
3270458	

### WEIDMULLER -- 492 count (BASKA URETICI = genelleme for kritik)
1031400000	WDU 1.5/ZZ 100
1031480000	WDU 1.5/ZZ BL 1
1050000000	WAP 2.5-10 1.5
1050080000	WAP 2.5-10 BL 1
1050100000	WAP 16
1050180000	WAP 16
1632320000	WDU2.5-10 5 mm
1632330000	WDU2.5-10 5 mm
1024700000	WDU 2.5/1.5/ZR
1024780000	WDU 2.5/1.5/ZR
1020000000	WDU 2.5 100 102
1020080000	WDU 2.5 BL 100
1023700000	WDU 2.5N 100 10
1023780000	WDU 2.5N BL 100
1060000000	WDU2.5N/4N 1.5
1060080000	WDU2.5N/4N BL
1632290000	WDU1.5 5 mm 25
1632300000	WDU1.5 5 mm 25
